scorer,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000
bodyparts,nose,nose,nose,leftear,leftear,leftear,rightear,rightear,rightear,tailbase,tailbase,tailbase,tailend,tailend,tailend
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1253,223.4623260498047,411.1048889160156,0.9999707341194153,241.26974487304688,417.4361267089844,0.9999998807907104,228.41168212890625,399.8832702636719,0.9999997615814209,329.6275329589844,373.90313720703125,1.0,455.11700439453125,365.4344787597656,0.9999998807907104
1254,229.4736785888672,417.2347412109375,0.9999998807907104,245.74888610839844,420.93975830078125,0.9999999403953552,234.0765380859375,405.31451416015625,0.9999995231628418,330.1286315917969,371.6725158691406,1.0,453.7477111816406,358.28753662109375,1.0
1255,233.57571411132812,421.2000732421875,0.9999993443489075,250.6682891845703,424.82916259765625,0.9999950528144836,237.95870971679688,409.2409973144531,0.9999860525131226,330.9073791503906,367.3957214355469,1.0,452.2281188964844,347.57745361328125,1.0
1256,239.38035583496094,426.59588623046875,0.9999831914901733,255.5133056640625,427.30047607421875,0.9999995827674866,242.10610961914062,412.706298828125,0.9999993443489075,331.0777587890625,362.7466735839844,0.9999997019767761,450.4621887207031,335.3066711425781,1.0
1257,241.5509033203125,430.3304138183594,0.9999994039535522,259.3091735839844,429.77984619140625,0.9999995231628418,244.8053436279297,414.7759704589844,0.999998927116394,331.6463928222656,360.1190490722656,1.0,446.1429443359375,321.3357849121094,1.0
1258,245.57066345214844,432.9391784667969,1.0,262.9974060058594,431.65435791015625,0.9999997019767761,247.6883087158203,417.90106201171875,0.9999989867210388,332.999755859375,358.63031005859375,1.0,443.18817138671875,306.6278991699219,0.9999998807907104
1259,247.8948516845703,435.4022521972656,1.0,266.8066711425781,435.22332763671875,0.9999998807907104,250.83450317382812,421.392578125,0.9999994039535522,334.1051940917969,358.0997009277344,1.0,439.854736328125,293.1153869628906,1.0
1260,250.48045349121094,436.9388427734375,0.9999998807907104,268.81317138671875,436.91357421875,0.9999998211860657,252.97190856933594,423.58538818359375,0.9999971389770508,334.861083984375,358.0813293457031,1.0,435.5802001953125,286.8680114746094,1.0
1261,253.82713317871094,437.8487548828125,0.9999996423721313,272.31121826171875,438.26544189453125,0.9999995827674866,254.7997283935547,424.5460205078125,0.9999853372573853,335.57855224609375,359.2862548828125,1.0,433.07952880859375,281.2143249511719,1.0
1262,257.45294189453125,438.4230041503906,0.9999994039535522,275.7867431640625,439.0201110839844,0.9999998807907104,258.5051574707031,424.8788757324219,0.9999966621398926,337.2655029296875,360.2736511230469,1.0,431.0419006347656,279.03131103515625,1.0
1263,262.3550109863281,439.6978454589844,0.9999984502792358,279.2154235839844,438.1528015136719,0.9999995827674866,261.36004638671875,425.9319152832031,0.999984622001648,338.3602600097656,360.5072021484375,1.0,432.1043701171875,279.2145690917969,1.0
1264,265.42987060546875,440.48974609375,0.9999974370002747,282.0751037597656,438.7485046386719,0.9999966621398926,263.6798095703125,426.2953186035156,0.9999843239784241,339.86090087890625,360.1400451660156,1.0,434.8213195800781,281.7333984375,1.0
1265,268.5703430175781,441.6641540527344,0.9999944567680359,284.7801513671875,438.3033752441406,0.9999967813491821,266.0262756347656,427.19970703125,0.9999877214431763,341.92291259765625,359.23638916015625,1.0,438.0247497558594,283.7507629394531,1.0
1266,272.0201416015625,442.8867492675781,0.9999980330467224,287.96484375,438.74798583984375,0.9999985694885254,268.9717102050781,427.8157958984375,0.999988317489624,343.99896240234375,359.2537841796875,1.0,440.8493347167969,284.273193359375,0.9999998807907104
1267,275.4400329589844,443.16046142578125,0.999998927116394,290.8885803222656,438.8774108886719,0.9999997615814209,272.92852783203125,428.0128479003906,0.9999856948852539,346.1982727050781,359.1238708496094,1.0,442.654052734375,284.4608154296875,0.9999998807907104
1268,279.183349609375,444.4699401855469,0.9999926090240479,294.27069091796875,439.6434326171875,0.9999992251396179,276.74945068359375,429.8522033691406,0.9999847412109375,348.26654052734375,358.5370178222656,1.0,444.8362121582031,284.90618896484375,0.9999998807907104
1269,282.3221435546875,445.7335510253906,0.9999905824661255,297.29840087890625,440.7952880859375,0.9999944567680359,279.82342529296875,432.1859436035156,0.9999916553497314,350.41107177734375,358.0674133300781,1.0,447.6160888671875,285.547119140625,0.9999998807907104
1270,284.2616882324219,446.25372314453125,0.9999951720237732,299.95263671875,441.6454772949219,0.9999980926513672,282.1764221191406,432.344482421875,0.9999942779541016,352.9936828613281,358.87152099609375,1.0,448.2336120605469,283.5710144042969,1.0
1271,288.0411071777344,446.89093017578125,0.9999979734420776,302.9989929199219,442.35345458984375,0.9999982118606567,285.351806640625,433.3421630859375,0.9999971985816956,355.55010986328125,359.38787841796875,1.0,448.9345703125,278.4426574707031,1.0
1272,291.1623840332031,445.7298278808594,0.9999974370002747,306.54779052734375,442.6194152832031,0.9999997615814209,288.8260192871094,432.6885986328125,0.999994158744812,357.71380615234375,359.62860107421875,1.0,450.01849365234375,277.90533447265625,1.0
1273,292.2366638183594,445.542724609375,0.9999951124191284,308.8395690917969,442.7309875488281,0.9999995231628418,291.4966125488281,432.9007263183594,0.9999980330467224,360.13201904296875,359.5858154296875,1.0,452.652099609375,279.46087646484375,1.0
1274,295.8121643066406,445.3362731933594,0.9999718070030212,312.17279052734375,442.620849609375,0.9999969005584717,294.2007751464844,433.2245788574219,0.9999983310699463,362.631103515625,359.0297546386719,1.0,455.5650634765625,279.371826171875,1.0
1275,297.9670715332031,445.27728271484375,0.9999805688858032,314.37432861328125,442.6190490722656,0.9999974966049194,296.5694885253906,431.9328918457031,0.9999935626983643,365.3439636230469,358.05474853515625,1.0,457.2086486816406,278.4346008300781,1.0
1276,300.20562744140625,444.860595703125,0.9999879598617554,316.6960754394531,442.4757080078125,0.9999978542327881,299.2170104980469,432.409912109375,0.9999967217445374,367.9189453125,358.28167724609375,1.0,461.7205505371094,278.45867919921875,1.0
1277,303.3160400390625,444.9891357421875,0.9999961256980896,319.11767578125,442.2040710449219,0.9999985694885254,302.5710754394531,432.2919616699219,0.9999955296516418,371.70916748046875,358.6451721191406,1.0,464.7034912109375,277.7408447265625,1.0
1278,304.97442626953125,444.01605224609375,0.9999977946281433,321.0774841308594,441.9265441894531,0.9999996423721313,304.9077453613281,429.9687805175781,0.9999949932098389,374.11199951171875,358.4796447753906,1.0,466.3125305175781,278.1120910644531,1.0
1279,306.9076232910156,444.3889465332031,0.9999983310699463,323.89593505859375,442.16259765625,0.9999997019767761,307.5426330566406,431.5635681152344,0.9999963045120239,376.34588623046875,358.8916320800781,1.0,469.13427734375,279.5447692871094,1.0
1280,309.793701171875,445.043701171875,0.9999959468841553,326.8674621582031,442.3790283203125,0.9999994039535522,309.78875732421875,432.694580078125,0.9999985694885254,379.4803771972656,358.1857604980469,1.0,471.8425598144531,280.725341796875,1.0
1281,312.39849853515625,444.80987548828125,0.9999889731407166,328.7735595703125,442.5085754394531,0.9999988079071045,311.9382019042969,432.3916320800781,0.9999963045120239,381.67401123046875,358.0060729980469,1.0,475.92633056640625,280.6788635253906,0.9999998807907104
1282,314.3781433105469,444.531005859375,0.9999950528144836,331.0828552246094,443.025634765625,0.9999992251396179,314.31292724609375,431.80828857421875,0.9999951720237732,385.0997314453125,358.8385314941406,1.0,479.26263427734375,280.55316162109375,0.9999999403953552
1283,317.2911376953125,444.8758850097656,0.9999952912330627,333.8605041503906,442.7683410644531,0.9999976754188538,317.5402526855469,432.13446044921875,0.9999971389770508,388.3343200683594,358.7560119628906,1.0,481.337890625,280.4938659667969,1.0
1284,320.57952880859375,444.558349609375,0.9999972581863403,336.92999267578125,442.5137939453125,0.9999996423721313,320.7704162597656,430.192626953125,0.9999944567680359,391.0804443359375,358.705322265625,1.0,483.6436462402344,280.5712890625,1.0
1285,322.93817138671875,444.6937255859375,0.9999985694885254,340.18768310546875,442.5628356933594,0.9999997615814209,324.0425720214844,430.378173828125,0.9999973773956299,393.4961853027344,358.7784118652344,1.0,486.1991271972656,280.5850524902344,0.9999998807907104
1286,326.106689453125,444.8910217285156,0.9999974966049194,343.3786926269531,442.75677490234375,0.9999992847442627,326.0527648925781,432.09844970703125,0.9999987483024597,396.2061462402344,358.11480712890625,1.0,489.5280456542969,280.9758605957031,0.9999998211860657
1287,328.90057373046875,444.2493896484375,0.9999912977218628,345.4647521972656,442.23736572265625,0.9999973773956299,328.7268981933594,430.47784423828125,0.9999923706054688,399.04541015625,358.0103759765625,1.0,492.9649353027344,280.1300354003906,0.9999998807907104
1288,331.2625732421875,443.8463439941406,0.9999973773956299,348.11077880859375,442.67169189453125,0.9999983310699463,331.6358947753906,431.086181640625,0.9999949932098389,402.7397155761719,358.36090087890625,1.0,495.3072814941406,279.9887390136719,0.9999998807907104
1289,335.2178649902344,443.8172607421875,0.9999974966049194,351.4723205566406,442.18548583984375,0.999998927116394,335.1905517578125,431.00103759765625,0.9999921321868896,405.6136169433594,357.8242492675781,1.0,498.899169921875,280.5181884765625,1.0
1290,337.7935485839844,443.2732238769531,0.9999982714653015,354.6582946777344,441.5862731933594,0.9999998807907104,338.71209716796875,428.76611328125,0.9999986290931702,408.3567199707031,358.3192138671875,1.0,500.03619384765625,279.0363464355469,1.0
1291,341.0685119628906,443.3742370605469,0.9999975562095642,358.05908203125,441.7022705078125,0.9999994039535522,341.4361267089844,429.23974609375,0.9999979734420776,411.4272155761719,357.4296875,1.0,502.2725524902344,278.716064453125,0.9999998807907104
1292,343.6516418457031,443.428955078125,0.9999960660934448,360.6194763183594,441.7156982421875,0.9999985098838806,343.83233642578125,429.7543029785156,0.999995231628418,413.7716369628906,357.13482666015625,1.0,506.9715881347656,278.5884704589844,1.0
1293,345.5441589355469,441.6474304199219,0.999996542930603,363.3045959472656,442.322265625,0.9999977350234985,346.01416015625,428.7994689941406,0.9999932050704956,416.9017333984375,357.28704833984375,1.0,509.9460754394531,277.3596496582031,1.0
1294,349.0946960449219,442.7770690917969,0.9999966621398926,365.81695556640625,441.9745788574219,0.9999939799308777,349.6102600097656,429.1261901855469,0.9999897480010986,420.5072937011719,357.0768737792969,1.0,511.5826416015625,277.3866882324219,1.0
1295,352.1972351074219,442.60400390625,0.9999964237213135,368.8678894042969,441.5531005859375,0.9999995231628418,353.1961669921875,427.75543212890625,0.9999973177909851,422.74395751953125,356.8983459472656,1.0,514.03515625,278.2155456542969,1.0
1296,354.67108154296875,440.5811767578125,0.9999966025352478,371.8435974121094,441.1483154296875,0.9999998211860657,356.6804504394531,427.4573669433594,0.9999985694885254,425.99853515625,356.7830810546875,1.0,516.2623901367188,277.7261047363281,1.0
1297,358.48150634765625,442.8934020996094,0.9999959468841553,374.79876708984375,441.04351806640625,0.9999994039535522,359.32415771484375,428.3471984863281,0.9999954700469971,428.7552490234375,356.156005859375,1.0,518.9547729492188,277.0616455078125,1.0
1298,359.5843505859375,440.87530517578125,0.9999972581863403,377.306640625,441.36041259765625,0.9999961853027344,362.0073547363281,427.9495544433594,0.9999943971633911,431.4172668457031,356.1496887207031,1.0,523.792236328125,276.7288818359375,1.0
1299,363.1490783691406,440.2675476074219,0.9999967813491821,380.0780944824219,441.7785949707031,0.999996542930603,365.4992370605469,428.13525390625,0.9999890327453613,434.7279357910156,356.2251892089844,1.0,525.8201904296875,276.60986328125,1.0
1300,366.1849365234375,440.0392761230469,0.9999939203262329,382.39776611328125,441.3254089355469,0.9999984502792358,368.6393127441406,427.74658203125,0.9999984502792358,437.3008728027344,356.1100769042969,1.0,527.59619140625,276.2850646972656,1.0
1301,368.3706359863281,439.9639892578125,0.9999943971633911,385.6470947265625,441.21490478515625,0.9999997019767761,371.799072265625,426.8868713378906,0.999999463558197,439.7020263671875,355.8018493652344,1.0,530.4951782226562,277.568359375,1.0
1302,371.1650390625,439.8024597167969,0.9999984502792358,388.4461364746094,441.1935729980469,0.9999997615814209,374.04754638671875,427.1186828613281,0.9999991059303284,443.0813903808594,355.29461669921875,1.0,532.3307495117188,277.0570983886719,1.0
1303,373.40582275390625,439.91180419921875,0.9999986886978149,389.73504638671875,440.55535888671875,0.9999996423721313,376.7369079589844,427.5684509277344,0.9999972581863403,445.4674987792969,355.3140563964844,1.0,533.5816650390625,276.28546142578125,1.0
1304,375.65789794921875,439.6072692871094,0.9999982118606567,392.751220703125,440.5820617675781,0.9999970197677612,379.2560729980469,427.3750305175781,0.9999960660934448,447.3213195800781,355.4469909667969,1.0,536.1063232421875,276.9037780761719,1.0
1305,379.27545166015625,438.6529541015625,0.9999985694885254,395.0284729003906,440.46929931640625,0.9999991655349731,382.2204895019531,427.65673828125,0.999993085861206,450.48651123046875,355.4274597167969,1.0,540.2159423828125,276.2212829589844,1.0
1306,381.55609130859375,438.2645568847656,0.9999980926513672,396.7608337402344,439.9909362792969,0.9999995231628418,384.53912353515625,427.2383728027344,0.9999995231628418,452.52838134765625,355.5614013671875,1.0,542.0515747070312,276.3471374511719,1.0
1307,383.5745544433594,437.7118835449219,0.9999963045120239,399.6451110839844,439.549072265625,0.9999995231628418,387.07025146484375,426.2056579589844,0.9999997019767761,454.648681640625,355.58843994140625,1.0,543.9911499023438,277.0415954589844,1.0
1308,386.2822265625,438.7244873046875,0.9999988079071045,402.140869140625,439.68536376953125,0.9999997615814209,389.2911682128906,426.256103515625,0.9999995231628418,457.25799560546875,355.1993103027344,1.0,546.6033325195312,278.3943176269531,1.0
1309,388.53680419921875,438.668212890625,0.9999992847442627,404.2683410644531,439.32415771484375,0.9999998807907104,390.8160095214844,426.2225341796875,0.9999991059303284,460.0611877441406,354.864501953125,1.0,548.7922973632812,278.27410888671875,1.0
1310,390.4200439453125,438.7997741699219,0.9999989867210388,406.4744873046875,439.17095947265625,0.9999997615814209,393.2284240722656,426.4098815917969,0.9999978542327881,461.6605529785156,355.04779052734375,1.0,550.2747802734375,277.6255798339844,1.0
1311,392.2357177734375,438.5007019042969,0.9999983310699463,408.98681640625,439.1624755859375,0.9999987483024597,395.35888671875,426.7529296875,0.9999977350234985,463.8773193359375,355.24310302734375,1.0,552.2738647460938,277.9505310058594,0.9999998807907104
1312,395.3343505859375,438.1981506347656,0.9999986886978149,411.18157958984375,438.93536376953125,0.9999995231628418,397.4643859863281,426.98919677734375,0.9999960064888,466.197509765625,354.82916259765625,1.0,555.0487670898438,277.1357727050781,1.0
1313,397.1656494140625,437.64691162109375,0.9999980330467224,412.1339111328125,438.9607238769531,0.9999997019767761,399.6889343261719,426.686279296875,0.9999992251396179,467.9398498535156,354.87237548828125,1.0,557.1171875,277.3389892578125,1.0
1314,398.7943420410156,437.1144714355469,0.9999979734420776,413.9835205078125,438.7171936035156,0.9999989867210388,401.9451904296875,426.19091796875,0.9999996423721313,469.1781005859375,355.12890625,1.0,560.02490234375,278.95599365234375,1.0
1315,400.163818359375,437.75,0.9999962449073792,416.0635070800781,438.6430358886719,0.9999992847442627,403.9421691894531,425.72894287109375,0.9999998807907104,470.997802734375,354.8288879394531,1.0,561.5796508789062,279.6627502441406,1.0
1316,402.1260681152344,437.5957336425781,0.999998927116394,417.97119140625,438.3769836425781,0.9999997615814209,405.353271484375,425.5509948730469,0.9999997615814209,473.4305114746094,354.685302734375,1.0,563.2092895507812,279.5541687011719,1.0
1317,403.3919982910156,438.1207275390625,0.9999994039535522,419.51751708984375,438.48321533203125,0.9999999403953552,406.515380859375,426.0248107910156,0.9999996423721313,475.7177734375,354.4111633300781,1.0,564.9968872070312,280.6627502441406,0.9999998807907104
1318,405.1607971191406,438.2633361816406,0.9999994039535522,421.4544372558594,438.60931396484375,0.9999998211860657,408.1302185058594,426.2439880371094,0.9999985694885254,476.8756408691406,355.0012512207031,1.0,567.0562744140625,280.9675598144531,0.9999998807907104
1319,406.82080078125,437.7544860839844,0.9999990463256836,423.9761047363281,438.36279296875,0.9999995231628418,410.2637939453125,426.2498474121094,0.9999976754188538,478.5986022949219,354.8446350097656,1.0,567.6256713867188,280.4179992675781,0.9999998211860657
1320,409.9434509277344,437.80474853515625,0.9999964833259583,425.91131591796875,438.0560607910156,0.9999994039535522,411.96771240234375,426.72296142578125,0.9999974966049194,480.2320861816406,354.88134765625,1.0,569.4788208007812,280.730712890625,0.9999988079071045
1321,412.3761291503906,437.59100341796875,0.9999978542327881,427.8739929199219,437.8725891113281,0.9999996423721313,413.77923583984375,426.57122802734375,0.9999952912330627,482.4449768066406,354.6664123535156,1.0,572.9960327148438,281.00347900390625,0.9999990463256836
1322,413.9955139160156,437.27410888671875,0.9999977350234985,428.86102294921875,438.2015380859375,0.9999996423721313,415.7376403808594,426.44482421875,0.9999988079071045,484.0835266113281,354.74066162109375,1.0,574.7752685546875,281.43414306640625,0.9999998807907104
1323,415.277099609375,437.4208984375,0.9999974370002747,430.71173095703125,438.097412109375,0.9999985098838806,417.8482360839844,426.12542724609375,0.9999996423721313,485.2789306640625,354.92236328125,1.0,576.8594360351562,281.823486328125,1.0
1324,416.04217529296875,438.17742919921875,0.9999945163726807,431.93658447265625,438.4083251953125,0.9999994039535522,419.3037414550781,425.90985107421875,0.9999997019767761,486.63177490234375,354.7806701660156,1.0,578.1500854492188,281.75750732421875,1.0
1325,418.06689453125,438.2613830566406,0.999998927116394,434.0780334472656,438.3834533691406,0.9999997615814209,420.981201171875,425.98016357421875,0.999999463558197,488.3893737792969,354.7218933105469,1.0,579.4386596679688,281.5226745605469,1.0
1326,419.60498046875,438.54730224609375,0.9999992251396179,435.7056884765625,438.45623779296875,0.9999999403953552,422.4100341796875,426.16802978515625,0.9999992847442627,490.39556884765625,354.6429443359375,1.0,580.871337890625,281.4053649902344,0.9999998211860657
1327,421.08966064453125,439.12786865234375,0.9999994039535522,437.3504638671875,438.3734436035156,0.9999998807907104,423.5849304199219,426.6092834472656,0.999998152256012,491.8929443359375,354.5731506347656,1.0,582.8473510742188,281.9671630859375,0.9999997615814209
1328,422.7190246582031,439.23284912109375,0.9999986886978149,439.52978515625,438.6330261230469,0.9999996423721313,425.6552429199219,427.1995544433594,0.9999970197677612,493.268310546875,355.0869445800781,1.0,583.53271484375,281.7358703613281,0.9999995231628418
1329,424.12127685546875,439.525390625,0.9999961853027344,441.42120361328125,438.5823059082031,0.9999992251396179,427.30352783203125,427.5968933105469,0.9999967217445374,494.5958557128906,354.90643310546875,1.0,585.11328125,282.3458251953125,0.9999986290931702
1330,425.78631591796875,439.9272766113281,0.9999901056289673,442.7326965332031,439.0780944824219,0.9999992847442627,428.92315673828125,427.9468994140625,0.9999979734420776,496.1217346191406,354.9451904296875,1.0,586.5289306640625,282.8846130371094,0.9999970197677612
1331,427.54150390625,439.8487854003906,0.9999861121177673,444.0644836425781,439.65435791015625,0.999998927116394,430.58770751953125,428.23974609375,0.9999971389770508,498.3157043457031,354.7933044433594,1.0,587.75439453125,282.7248229980469,0.999997615814209
1332,429.8445129394531,440.09197998046875,0.9999864101409912,445.5888977050781,439.7123718261719,0.9999988079071045,431.99920654296875,427.8725891113281,0.9999990463256836,499.8293762207031,354.7054443359375,1.0,588.71044921875,281.19384765625,0.9999980926513672
1333,433.03076171875,441.43389892578125,0.9999942779541016,447.6982727050781,439.3451232910156,0.999998927116394,434.5124816894531,427.54840087890625,0.9999996423721313,500.93267822265625,355.06243896484375,1.0,589.4063110351562,280.57891845703125,0.9999982118606567
1334,434.5299377441406,441.5663757324219,0.9999943375587463,449.47479248046875,439.17205810546875,0.9999997019767761,436.291748046875,427.4484558105469,0.9999995827674866,502.23858642578125,354.7894592285156,1.0,592.3984375,282.32318115234375,0.9999996423721313
1335,435.1910095214844,440.6890869140625,0.9999964833259583,451.2756042480469,439.4386291503906,0.9999998211860657,438.00054931640625,427.7154235839844,0.9999994039535522,503.83734130859375,354.7239990234375,1.0,593.7719116210938,282.358642578125,0.9999996423721313
1336,436.13775634765625,441.37567138671875,0.9999948740005493,452.69403076171875,439.9630432128906,0.9999996423721313,439.46929931640625,428.6220703125,0.9999982118606567,505.78839111328125,354.6659851074219,1.0,595.1587524414062,281.9126281738281,0.9999980926513672
1337,436.7942810058594,442.9319763183594,0.9999961853027344,454.5465087890625,440.8197021484375,0.9999995231628418,441.471435546875,429.54620361328125,0.9999977350234985,507.56561279296875,354.44854736328125,1.0,596.1925048828125,281.4170837402344,0.9999977946281433
1338,438.8185119628906,441.705322265625,0.9999891519546509,456.664306640625,440.8367919921875,0.9999968409538269,442.6745300292969,429.618896484375,0.9999978542327881,508.5167236328125,354.9195556640625,1.0,596.6676025390625,281.2298583984375,0.9999983310699463
1339,441.1874694824219,441.3121643066406,0.9999799132347107,458.2101135253906,440.09515380859375,0.9999980926513672,444.2708435058594,429.2764892578125,0.9999973773956299,509.8761291503906,354.7255554199219,1.0,597.0929565429688,279.82122802734375,0.9999985694885254
1340,444.1444091796875,441.91241455078125,0.999971330165863,459.72784423828125,439.94219970703125,0.999998927116394,446.5589294433594,428.9495544433594,0.9999954104423523,511.2461242675781,354.6231689453125,1.0,597.7337036132812,280.1456604003906,0.9999987483024597
1341,446.6803894042969,442.070556640625,0.9999819993972778,461.32110595703125,439.6176452636719,0.9999988079071045,448.0960998535156,428.6311340332031,0.9999986290931702,513.0263061523438,354.6499938964844,1.0,599.5177001953125,279.6072692871094,0.9998867511749268
1342,447.73114013671875,441.5185241699219,0.9999947547912598,462.7276306152344,439.2557067871094,0.9999978542327881,448.97686767578125,428.17742919921875,0.9999992251396179,515.1524658203125,354.45098876953125,1.0,599.8243408203125,279.50927734375,0.9993910789489746
1343,450.02301025390625,441.6905517578125,0.9999977946281433,464.6571350097656,438.99560546875,0.9999996423721313,451.44952392578125,427.7841491699219,0.9999992847442627,516.4230346679688,354.4831237792969,1.0,609.734619140625,276.96087646484375,0.0048361122608184814
1344,451.00726318359375,441.5081787109375,0.9999971389770508,465.9418029785156,438.987548828125,0.9999998211860657,453.1238708496094,427.3900146484375,0.9999990463256836,517.6920776367188,354.4344787597656,1.0,627.5556640625,276.9642639160156,0.06863632798194885
1345,452.4039611816406,442.0932922363281,0.9999961256980896,467.9578552246094,439.07147216796875,0.9999997615814209,454.6727600097656,427.5506286621094,0.9999982118606567,519.3301391601562,354.19879150390625,1.0,634.6647338867188,276.9981994628906,0.7168049812316895
1346,454.07489013671875,440.5184020996094,0.999992311000824,469.62164306640625,438.8912048339844,0.9999997615814209,456.0941467285156,427.98809814453125,0.9999923706054688,521.0696411132812,354.1189880371094,1.0,633.12060546875,275.3369140625,0.9682286977767944
1347,455.462158203125,440.622802734375,0.9999926090240479,471.8551025390625,439.1460266113281,0.9999987483024597,458.42108154296875,428.8582763671875,0.9999970197677612,523.074951171875,353.9248046875,1.0,634.0289916992188,277.4738464355469,0.9972355365753174
1348,458.0462646484375,440.73931884765625,0.999992311000824,474.1354064941406,438.71771240234375,0.9999994039535522,459.7872314453125,428.7455749511719,0.9999967813491821,524.1763916015625,354.16571044921875,1.0,630.9334106445312,278.0513000488281,0.9976624846458435
1349,459.1160888671875,440.56463623046875,0.9999935626983643,475.25689697265625,438.9356689453125,0.9999992847442627,461.2150573730469,428.7977600097656,0.9999958276748657,525.528564453125,354.294189453125,1.0,630.6577758789062,278.3976135253906,0.9980837106704712
1350,460.4688720703125,442.2781677246094,0.9999935626983643,476.493408203125,439.391357421875,0.999998927116394,462.6717529296875,428.775146484375,0.9999955892562866,526.8671875,354.1516418457031,1.0,630.6712036132812,279.0,0.9983514547348022
1351,462.1253967285156,442.5935974121094,0.9999915361404419,477.2680358886719,440.0677795410156,0.9999974966049194,463.8486022949219,428.9813232421875,0.999998927116394,528.7001342773438,354.01104736328125,1.0,633.236083984375,278.7916259765625,0.9988454580307007
1352,463.36334228515625,442.3730163574219,0.9999951124191284,478.47991943359375,439.83660888671875,0.9999966025352478,465.3161926269531,428.7417297363281,0.9999995231628418,530.7102661132812,353.626220703125,1.0,632.7714233398438,279.7538146972656,0.9979050159454346
1353,465.84619140625,441.5457458496094,0.9999972581863403,481.014892578125,439.1983947753906,0.9999996423721313,468.0951843261719,427.8697204589844,0.9999995231628418,531.9893798828125,353.87274169921875,1.0,631.6517944335938,280.7178955078125,0.993938684463501
1354,467.2732238769531,439.9825439453125,0.9999954700469971,483.0224914550781,439.4815673828125,0.9999995231628418,469.49945068359375,427.6510314941406,0.9999988675117493,533.1976318359375,354.0682373046875,1.0,631.0567626953125,284.0094909667969,0.9933822154998779
1355,468.3207092285156,439.4216613769531,0.9999964833259583,484.4161376953125,438.99688720703125,0.9999994039535522,470.2894592285156,427.1221923828125,0.999997615814209,534.8292846679688,353.4949951171875,1.0,630.4020385742188,282.8205261230469,0.9939608573913574
1356,469.433349609375,438.3477783203125,0.9999974966049194,486.2911376953125,438.12725830078125,0.9999996423721313,471.9062194824219,426.9076843261719,0.9999949932098389,536.2210693359375,353.3759460449219,1.0,631.2392578125,282.0408935546875,0.9841808080673218
1357,471.3346252441406,438.3570861816406,0.9999943971633911,488.6014099121094,437.6623229980469,0.9999986886978149,474.35186767578125,426.91876220703125,0.999995231628418,538.4259643554688,353.3682861328125,1.0,630.9805908203125,281.1867370605469,0.9632705450057983
1358,474.0664978027344,438.83685302734375,0.999993085861206,490.4498596191406,437.989501953125,0.9999991655349731,475.8639831542969,427.4620056152344,0.9999957084655762,539.7262573242188,353.7542724609375,1.0,631.7052612304688,278.08746337890625,0.891903281211853
1359,476.1000671386719,438.3869934082031,0.9999904036521912,492.1884765625,437.7641906738281,0.9999995231628418,477.27490234375,427.612060546875,0.9999936819076538,541.2781982421875,353.8450927734375,1.0,637.37158203125,272.3962707519531,0.9917060136795044
1360,478.99285888671875,437.87310791015625,0.9999933242797852,494.3568115234375,437.44256591796875,0.9999995231628418,480.52386474609375,427.1814270019531,0.9999978542327881,542.88330078125,353.31829833984375,1.0,638.2506103515625,270.8846130371094,0.9956210851669312
1361,481.2814636230469,437.6887512207031,0.9999970197677612,496.4299011230469,437.2685546875,0.9999996423721313,481.5954895019531,426.2810974121094,0.9999953508377075,544.6754150390625,353.4375305175781,1.0,639.0958862304688,271.3226623535156,0.9921702146530151
1362,484.1016845703125,437.5471496582031,0.9999975562095642,498.4358825683594,436.6663513183594,0.9999998211860657,483.2914733886719,425.51708984375,0.9999870657920837,546.6854248046875,353.245849609375,1.0,640.0369873046875,270.4800720214844,0.9927972555160522
1363,486.2821350097656,437.6670837402344,0.9999971985816956,501.3516540527344,435.8026123046875,0.9999998211860657,484.8272399902344,424.6833801269531,0.9999866485595703,547.9544067382812,353.1828918457031,1.0,640.5752563476562,270.6073913574219,0.9965024590492249
1364,487.67889404296875,437.7163391113281,0.9999967813491821,503.8206481933594,435.56439208984375,0.9999995231628418,486.3157958984375,424.30975341796875,0.9999593496322632,549.773681640625,353.1000671386719,1.0,640.7312622070312,270.33172607421875,0.9957202672958374
1365,489.1640319824219,437.3634033203125,0.9999902248382568,505.4338073730469,435.4874267578125,0.9999992847442627,489.2716369628906,425.4464111328125,0.9999416470527649,551.0738525390625,352.85443115234375,1.0,640.857666015625,270.35601806640625,0.99534010887146
