scorer,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000,DLC_resnet50_RobertTestOct3shuffle1_1030000
bodyparts,nose,nose,nose,leftear,leftear,leftear,rightear,rightear,rightear,tailbase,tailbase,tailbase,tailend,tailend,tailend
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
658,80.85546875,67.31495666503906,1.0,78.51373291015625,84.25823211669922,0.9999995231628418,93.3127670288086,70.02104949951172,0.9999999403953552,158.26991271972656,130.27976989746094,1.0,268.8254089355469,183.19834899902344,0.9999998807907104
659,85.25752258300781,66.2745132446289,1.0,82.28987121582031,82.658447265625,1.0,97.50617980957031,69.27429962158203,1.0,162.1230010986328,130.51260375976562,1.0,272.14129638671875,183.09950256347656,0.9999998807907104
660,88.3148193359375,66.3093032836914,1.0,86.05680084228516,82.6736831665039,0.9999998807907104,101.13395690917969,68.32881164550781,1.0,165.11538696289062,130.2240753173828,1.0,275.0325622558594,183.68577575683594,1.0
661,90.80729675292969,66.90546417236328,0.9999999403953552,88.95552825927734,82.82945251464844,0.9999995231628418,104.14617156982422,68.26704406738281,1.0,168.34552001953125,130.01747131347656,1.0,277.85711669921875,185.21104431152344,1.0
662,93.70768737792969,66.28132629394531,0.9999997615814209,91.7879409790039,82.80142211914062,0.9999995827674866,105.71560668945312,67.37989044189453,1.0,171.5862579345703,129.600830078125,1.0,279.745849609375,186.3867645263672,1.0
663,95.89427185058594,65.60612487792969,0.9999995231628418,94.36094665527344,82.04631042480469,0.9999988079071045,110.05921936035156,67.39628601074219,1.0,173.74012756347656,129.66311645507812,1.0,282.5799560546875,186.30271911621094,0.9999990463256836
664,100.05476379394531,64.05908203125,0.9999998807907104,98.69912719726562,80.9080810546875,0.9999998807907104,112.71276092529297,67.48249816894531,1.0,177.47125244140625,129.36453247070312,1.0,285.66162109375,186.57125854492188,0.9999987483024597
665,103.80044555664062,64.87175750732422,0.9999998807907104,101.88272857666016,80.97437286376953,1.0,117.01040649414062,67.17505645751953,1.0,180.40048217773438,129.46868896484375,1.0,288.4723815917969,187.96299743652344,0.9999998807907104
666,106.90421295166016,64.84965515136719,0.9999992847442627,104.4997787475586,80.79026794433594,0.9999988079071045,119.50890350341797,66.55229949951172,1.0,183.98345947265625,129.68101501464844,1.0,291.3616638183594,189.2268524169922,1.0
667,109.63253784179688,64.86181640625,0.9999983310699463,107.7862548828125,81.06568145751953,0.9999991655349731,121.65817260742188,65.91192626953125,0.9999998807907104,186.9747772216797,129.68142700195312,1.0,293.47027587890625,189.91624450683594,1.0
668,112.26204681396484,63.136444091796875,0.9999983310699463,110.77399444580078,81.80264282226562,0.9999959468841553,124.86662292480469,65.71378326416016,0.9999998807907104,189.4154052734375,129.64761352539062,1.0,295.8299560546875,191.00628662109375,0.9999998807907104
669,115.19457244873047,63.038028717041016,0.9999998211860657,114.28487396240234,80.15857696533203,0.9999997615814209,128.00596618652344,66.236083984375,1.0,192.6033477783203,129.6343536376953,1.0,298.2407531738281,192.15963745117188,0.9999998807907104
670,118.65787506103516,62.61275100708008,0.9999997615814209,116.9388656616211,79.68614196777344,0.9999998807907104,131.78701782226562,65.80476379394531,1.0,196.09828186035156,130.05064392089844,1.0,302.4347839355469,193.5265350341797,0.9999998807907104
671,122.86013793945312,61.96064758300781,0.9999972581863403,119.53257751464844,79.19320678710938,0.9999989867210388,135.19024658203125,65.46288299560547,1.0,199.50344848632812,129.71421813964844,1.0,305.4715576171875,194.57228088378906,1.0
672,125.5943832397461,61.8093376159668,0.9999973773956299,123.19172668457031,79.81582641601562,0.9999964237213135,137.70367431640625,65.29882049560547,0.9999998807907104,202.88475036621094,129.78933715820312,1.0,307.8180236816406,194.40773010253906,1.0
673,128.40650939941406,61.981117248535156,0.9999985694885254,126.85446166992188,80.31914520263672,0.9999901652336121,141.1396484375,64.9697265625,0.9999998807907104,205.3487091064453,129.88162231445312,1.0,310.56396484375,194.23623657226562,1.0
674,130.76112365722656,62.09782791137695,0.9999997615814209,130.09727478027344,79.49651336669922,0.9999995231628418,144.09378051757812,65.4334716796875,1.0,208.74388122558594,129.811767578125,1.0,313.7271728515625,194.0830078125,1.0
675,133.82362365722656,62.191322326660156,0.9999997615814209,132.2406005859375,79.26895904541016,0.9999997615814209,146.85658264160156,65.77503967285156,1.0,211.87461853027344,130.40011596679688,1.0,318.0606689453125,194.67623901367188,1.0
676,137.3304901123047,61.76930618286133,0.9999988079071045,135.26217651367188,79.29076385498047,0.999999463558197,150.6839599609375,65.58177185058594,1.0,215.20692443847656,130.31961059570312,1.0,321.1586608886719,194.84580993652344,1.0
677,141.06402587890625,61.017372131347656,0.9999978542327881,138.82101440429688,79.33888244628906,0.9999964237213135,153.31100463867188,65.1856689453125,0.9999998807907104,219.00303649902344,130.4131317138672,1.0,323.68084716796875,195.06561279296875,1.0
678,143.42660522460938,61.64691162109375,0.9999951124191284,142.1809539794922,80.13851165771484,0.999990701675415,156.09170532226562,65.01008605957031,0.9999997615814209,221.37442016601562,130.32716369628906,1.0,326.2870178222656,195.0991973876953,1.0
679,145.5262908935547,61.42290496826172,0.9999997019767761,145.59190368652344,79.41893768310547,0.9999990463256836,158.9609375,65.6953125,1.0,225.19515991210938,130.50450134277344,1.0,329.1344909667969,194.7493133544922,0.9999998807907104
680,148.8278350830078,61.28313446044922,0.9999999403953552,147.99237060546875,79.104248046875,0.9999997615814209,162.0895538330078,65.66607666015625,1.0,227.9490966796875,130.91653442382812,1.0,331.9603271484375,195.11134338378906,1.0
681,151.76901245117188,61.05908966064453,0.9999998807907104,151.18795776367188,78.69222259521484,0.9999994039535522,165.46200561523438,65.71443176269531,1.0,231.0052947998047,130.78228759765625,1.0,336.3437805175781,195.56069946289062,1.0
682,155.55810546875,60.60664367675781,0.9999995231628418,154.08474731445312,79.01783752441406,0.9999974966049194,168.1643829345703,65.19124603271484,1.0,234.46817016601562,130.63421630859375,1.0,338.5547180175781,196.20025634765625,1.0
683,156.91653442382812,60.43000030517578,0.9999988079071045,156.69464111328125,78.65413665771484,0.9999920129776001,170.3809814453125,64.96199035644531,0.9999998807907104,236.7111053466797,130.92611694335938,1.0,341.36651611328125,196.28399658203125,1.0
684,160.24362182617188,60.349998474121094,0.999998927116394,159.5904083251953,79.21121978759766,0.9999970197677612,174.3603515625,64.5241470336914,0.9999998807907104,239.8885498046875,131.36859130859375,1.0,344.2325439453125,196.14785766601562,1.0
685,163.01666259765625,60.33692932128906,0.9999998807907104,163.24072265625,78.75050354003906,0.9999996423721313,176.89065551757812,64.9800796508789,1.0,243.1234588623047,131.38510131835938,1.0,346.37890625,196.16087341308594,1.0
686,166.16477966308594,60.118343353271484,0.9999998807907104,165.59188842773438,78.49137878417969,0.9999997615814209,180.3717803955078,64.55055236816406,1.0,245.773193359375,131.05062866210938,1.0,350.0813293457031,196.6064453125,1.0
687,170.50759887695312,59.62238693237305,0.9999992847442627,168.19374084472656,78.49031066894531,0.9999977350234985,183.47012329101562,64.48838806152344,1.0,249.1708221435547,131.35797119140625,1.0,352.9151611328125,196.56158447265625,1.0
688,172.45274353027344,59.632083892822266,0.9999989867210388,171.83660888671875,78.14439392089844,0.9999911785125732,185.47427368164062,64.421875,0.9999998211860657,252.19046020507812,131.45724487304688,1.0,356.439453125,196.94337463378906,1.0
689,173.86962890625,59.45735168457031,0.9999980926513672,174.47274780273438,78.9014663696289,0.9999921917915344,188.395263671875,64.49496459960938,0.9999999403953552,254.86476135253906,131.45022583007812,1.0,358.5655517578125,196.75209045410156,1.0
690,177.61996459960938,59.317386627197266,0.9999997019767761,177.79107666015625,78.95724487304688,0.9999997615814209,191.03158569335938,64.78763580322266,1.0,258.5906677246094,131.76441955566406,1.0,361.82049560546875,196.7189178466797,0.9999998807907104
691,180.27963256835938,59.34267807006836,1.0,180.5330047607422,78.72856903076172,0.9999997615814209,194.98963928222656,64.28089141845703,1.0,261.4609680175781,131.78982543945312,1.0,364.2308044433594,196.950439453125,0.9999999403953552
692,183.7706756591797,58.9588623046875,0.9999999403953552,183.3769989013672,78.39579772949219,0.999998927116394,198.3391876220703,64.55095672607422,1.0,264.3837890625,131.8799591064453,1.0,367.9386901855469,196.75648498535156,1.0
693,187.7418670654297,58.76680374145508,0.9999995231628418,186.251708984375,78.25660705566406,0.9999951124191284,200.78121948242188,64.25093078613281,0.9999998807907104,267.32696533203125,131.85125732421875,1.0,371.3482971191406,197.3739776611328,1.0
694,188.40493774414062,58.93864440917969,0.9999996423721313,189.68887329101562,78.28290557861328,0.9999891519546509,202.82553100585938,64.12460327148438,0.9999998807907104,269.8350524902344,131.99313354492188,1.0,374.0205383300781,197.026123046875,1.0
695,190.31997680664062,58.88563537597656,0.9999991655349731,192.36492919921875,78.7943115234375,0.9999992251396179,206.19911193847656,64.043212890625,0.9999998807907104,273.4667663574219,132.2049102783203,1.0,376.3578186035156,196.9094696044922,1.0
696,194.5250701904297,58.70916748046875,1.0,195.24191284179688,78.72029113769531,0.9999996423721313,209.0163116455078,64.08732604980469,1.0,276.2619323730469,132.3043212890625,1.0,379.662109375,197.4900665283203,1.0
697,197.36231994628906,58.81948471069336,1.0,198.09823608398438,78.07331848144531,0.999999463558197,212.70384216308594,63.907508850097656,1.0,279.1140441894531,132.041748046875,1.0,382.33843994140625,197.16629028320312,1.0
698,200.6791534423828,58.280948638916016,0.9999998211860657,200.61318969726562,78.4180679321289,0.9999966621398926,215.35870361328125,64.03352355957031,1.0,282.5059814453125,132.176025390625,1.0,386.3735046386719,197.64170837402344,1.0
699,203.55099487304688,58.6910400390625,0.9999997615814209,203.67684936523438,77.7525634765625,0.9999935626983643,217.08746337890625,64.00303649902344,0.9999998211860657,285.0183410644531,131.98463439941406,1.0,389.44366455078125,197.25912475585938,1.0
700,205.00582885742188,58.884952545166016,0.9999995231628418,206.55947875976562,79.0870132446289,0.9999936819076538,220.28448486328125,64.22118377685547,1.0,288.5606689453125,132.07652282714844,1.0,391.9765319824219,197.22889709472656,1.0
701,208.98046875,58.63019561767578,0.9999996423721313,209.29457092285156,78.72323608398438,0.9999996423721313,223.08425903320312,64.3187026977539,0.9999998807907104,291.35455322265625,132.3134307861328,1.0,394.73724365234375,197.43348693847656,0.9999999403953552
702,211.18887329101562,58.93899154663086,0.9999998807907104,212.63002014160156,78.62908172607422,0.9999997615814209,226.51097106933594,63.865726470947266,1.0,294.4283447265625,132.072265625,1.0,397.8929748535156,197.11972045898438,1.0
703,214.5546112060547,58.53477096557617,1.0,215.34841918945312,78.30221557617188,0.9999989867210388,229.63783264160156,63.974388122558594,1.0,297.6807861328125,132.22360229492188,1.0,400.1087646484375,196.87210083007812,1.0
704,218.92401123046875,58.439144134521484,0.9999997615814209,218.3985595703125,77.6864013671875,0.999996542930603,232.2315216064453,63.876102447509766,0.9999998807907104,300.09283447265625,132.07452392578125,1.0,403.1432800292969,197.3094482421875,1.0
705,219.99945068359375,58.69203186035156,0.9999997615814209,221.14739990234375,78.38142395019531,0.9999927282333374,234.5763397216797,64.15370178222656,0.9999999403953552,303.7400817871094,132.23635864257812,1.0,405.361083984375,196.79412841796875,1.0
706,221.9932403564453,58.59595489501953,0.9999991655349731,224.2478790283203,79.03486633300781,0.9999988675117493,238.40228271484375,64.13862609863281,0.9999998807907104,306.7503662109375,132.4503631591797,1.0,408.6309814453125,196.69679260253906,1.0
707,226.11099243164062,58.80619812011719,0.9999998807907104,227.82212829589844,78.4888687133789,0.9999996423721313,241.01513671875,64.11367797851562,1.0,309.7783508300781,132.51808166503906,1.0,411.79840087890625,197.5438232421875,1.0
708,228.27980041503906,58.522491455078125,1.0,230.02255249023438,78.24602508544922,0.9999995231628418,244.18386840820312,63.2910041809082,1.0,312.77288818359375,132.54226684570312,1.0,414.2203674316406,197.19654846191406,1.0
709,231.4687042236328,57.891258239746094,0.9999998807907104,232.46078491210938,77.99788665771484,0.9999973177909851,246.87420654296875,63.386474609375,0.9999998807907104,315.5477294921875,132.67259216308594,1.0,417.3310241699219,197.1764678955078,1.0
710,235.10830688476562,58.58612823486328,0.9999998807907104,236.04397583007812,78.22991943359375,0.9999966025352478,249.02488708496094,63.72610092163086,0.9999996423721313,318.01824951171875,132.54832458496094,1.0,419.91864013671875,197.6376495361328,1.0
711,236.25845336914062,58.77052307128906,0.9999996423721313,238.64231872558594,78.87225341796875,0.9999953508377075,252.50836181640625,63.826438903808594,0.9999998807907104,321.4017028808594,132.31488037109375,1.0,422.0977783203125,196.9096221923828,1.0
712,238.44744873046875,58.15247344970703,0.9999995231628418,242.2105712890625,78.4556884765625,0.9999998211860657,255.26455688476562,63.38314437866211,0.9999999403953552,325.05950927734375,132.65940856933594,1.0,426.16375732421875,197.65481567382812,1.0
713,241.8336944580078,58.73813247680664,0.9999999403953552,245.4657440185547,78.4544448852539,0.9999997615814209,258.2078857421875,63.230648040771484,1.0,327.8485412597656,132.3731231689453,1.0,428.4389343261719,197.0233917236328,1.0
714,244.4449005126953,58.138118743896484,0.9999998807907104,247.39083862304688,78.04484558105469,0.9999993443489075,260.74481201171875,62.987548828125,1.0,330.691162109375,132.8488311767578,1.0,432.2174987792969,196.38217163085938,1.0
715,246.39955139160156,57.84068298339844,1.0,250.0439453125,78.06209564208984,0.9999972581863403,262.54132080078125,63.02324295043945,1.0,333.55426025390625,132.45985412597656,1.0,435.317626953125,196.48086547851562,1.0
716,248.4300079345703,57.9807014465332,0.9999998807907104,253.64854431152344,78.52811431884766,0.999998927116394,264.989501953125,62.7568473815918,0.9999997019767761,337.1373291015625,132.43380737304688,1.0,437.3962707519531,196.2139892578125,1.0
717,251.98739624023438,58.765621185302734,0.9999998807907104,256.51593017578125,78.6137924194336,0.9999997615814209,269.47833251953125,63.471038818359375,0.9999998807907104,340.2298583984375,132.8711395263672,1.0,440.4686584472656,196.04600524902344,1.0
718,254.38690185546875,58.947200775146484,0.9999998211860657,260.2436218261719,78.62549591064453,0.9999999403953552,272.3408203125,62.9732666015625,1.0,343.3565979003906,132.66656494140625,1.0,443.9375915527344,196.63987731933594,1.0
719,257.974365234375,59.027828216552734,0.9999999403953552,262.90289306640625,78.7330093383789,0.9999997615814209,275.0193176269531,62.86090087890625,1.0,346.59588623046875,133.20547485351562,1.0,447.03656005859375,196.61175537109375,1.0
720,260.6285400390625,58.888980865478516,1.0,266.4093933105469,78.77222442626953,0.9999990463256836,277.71466064453125,62.69820022583008,1.0,349.40472412109375,132.75950622558594,1.0,449.77301025390625,196.26441955566406,1.0
721,262.0693054199219,58.60330581665039,1.0,269.0588684082031,78.84477233886719,0.9999995231628418,279.36322021484375,62.796260833740234,0.9999999403953552,352.699462890625,132.5714569091797,1.0,452.5032653808594,196.26290893554688,1.0
722,265.4532775878906,59.80046844482422,0.9999999403953552,271.95404052734375,79.22177124023438,0.9999997019767761,282.57537841796875,62.83537292480469,0.9999999403953552,356.1598205566406,133.01121520996094,1.0,454.7530822753906,196.02731323242188,1.0
723,267.7258605957031,60.39476013183594,0.9999998807907104,275.1023864746094,79.43367767333984,1.0,286.7093811035156,63.3817253112793,0.9999998807907104,359.2291259765625,132.49354553222656,1.0,458.0565185546875,196.6068115234375,0.9999999403953552
724,271.1577453613281,60.54373550415039,0.9999996423721313,277.7027587890625,79.26478576660156,1.0,289.7020568847656,63.29963302612305,1.0,362.41900634765625,132.8667449951172,1.0,461.42181396484375,195.7507781982422,1.0
725,274.9793701171875,60.229618072509766,0.9999998807907104,281.4074401855469,79.8608169555664,0.9999992251396179,292.7640075683594,63.012184143066406,1.0,365.0869140625,132.4012908935547,1.0,466.7032470703125,195.73268127441406,1.0
726,276.8374328613281,60.03432083129883,0.9999999403953552,285.0487365722656,79.45909881591797,0.9999997615814209,294.8666076660156,63.17048645019531,1.0,368.89678955078125,132.41146850585938,1.0,469.417236328125,195.1060028076172,1.0
727,278.4442443847656,60.15781784057617,1.0,287.83782958984375,79.41096496582031,0.9999997615814209,297.2502136230469,63.21198272705078,0.9999999403953552,372.4134216308594,133.01637268066406,1.0,471.8475036621094,194.73245239257812,1.0
728,280.914794921875,60.60565185546875,0.9999999403953552,290.30487060546875,79.81151580810547,1.0,301.06396484375,63.493587493896484,1.0,375.40899658203125,132.6922607421875,1.0,473.34771728515625,195.06504821777344,1.0
729,283.61865234375,61.61687469482422,0.9999998807907104,293.1798400878906,79.52552795410156,1.0,304.07489013671875,63.351966857910156,1.0,378.2446594238281,133.00161743164062,1.0,475.7810974121094,194.9566192626953,1.0
730,288.595458984375,60.419334411621094,0.9999998211860657,296.321044921875,79.36210632324219,0.9999995231628418,307.8424072265625,63.13688659667969,1.0,381.29290771484375,133.2418975830078,1.0,480.000732421875,194.80450439453125,1.0
731,290.89276123046875,60.436683654785156,0.9999998807907104,300.03125,80.01992797851562,0.9999998211860657,310.26898193359375,63.52817153930664,1.0,384.3871765136719,132.85667419433594,1.0,484.24920654296875,195.38763427734375,1.0
732,294.16387939453125,60.23444366455078,1.0,303.26129150390625,79.823974609375,0.9999996423721313,312.95391845703125,63.908390045166016,0.9999998807907104,388.1612854003906,133.5365753173828,1.0,486.1214294433594,195.1697998046875,1.0
733,297.1971435546875,61.286048889160156,1.0,306.04156494140625,80.3186264038086,1.0,316.49884033203125,64.25439453125,1.0,391.1314392089844,132.8697509765625,1.0,488.231201171875,194.698486328125,1.0
734,299.2306823730469,62.26710891723633,0.9999998807907104,309.1768493652344,80.06918334960938,1.0,319.5558776855469,64.23927307128906,1.0,394.1808776855469,133.08737182617188,1.0,490.658447265625,194.9079132080078,1.0
735,304.3149719238281,61.55649185180664,0.9999997615814209,312.185791015625,79.98436737060547,0.9999997615814209,323.6409912109375,64.01904296875,1.0,397.4533386230469,133.23553466796875,1.0,495.18927001953125,194.4967041015625,1.0
736,307.5215759277344,61.958858489990234,0.9999998807907104,316.7923889160156,81.04430389404297,0.9999998807907104,326.41162109375,63.997222900390625,1.0,400.6339416503906,133.00782775878906,1.0,497.9978942871094,194.36390686035156,1.0
737,311.7403564453125,62.39832305908203,0.9999997615814209,319.76922607421875,81.37897491455078,0.9999998211860657,329.2249450683594,64.14496612548828,1.0,403.93939208984375,133.78082275390625,1.0,500.6064758300781,194.70156860351562,1.0
738,315.76129150390625,63.074462890625,0.9999998807907104,322.8493957519531,81.82644653320312,1.0,333.5489196777344,65.11158752441406,1.0,407.01123046875,133.4228973388672,1.0,503.0723876953125,194.87403869628906,1.0
739,318.87451171875,64.09947967529297,0.9999995827674866,326.2396545410156,81.5687026977539,1.0,336.3493957519531,64.6921615600586,1.0,409.876220703125,133.62644958496094,1.0,505.1467590332031,195.2664031982422,0.9999999403953552
740,321.0459289550781,65.54407501220703,0.9999998807907104,329.9193115234375,82.77767944335938,0.9999999403953552,339.38787841796875,64.67488098144531,1.0,412.9458923339844,134.02151489257812,1.0,508.2473449707031,194.94863891601562,1.0
741,324.066650390625,64.08697509765625,1.0,333.4290771484375,81.55169677734375,0.9999998807907104,342.7957763671875,64.9957275390625,1.0,416.3044128417969,133.36709594726562,1.0,511.7001037597656,195.2493133544922,1.0
742,327.7570495605469,62.735633850097656,0.9999998211860657,336.3157653808594,81.78705596923828,0.9999998807907104,345.8943176269531,65.86634826660156,1.0,419.4247131347656,133.98118591308594,1.0,514.402099609375,195.2766571044922,1.0
743,332.1386413574219,63.050048828125,0.9999998211860657,339.33306884765625,81.7885971069336,1.0,349.82525634765625,66.65020751953125,1.0,422.72479248046875,134.03553771972656,1.0,517.1508178710938,195.31654357910156,1.0
744,335.6907958984375,63.74488067626953,0.9999994039535522,342.7317199707031,81.6190414428711,1.0,353.1071472167969,66.43309783935547,1.0,425.4368896484375,133.94497680664062,1.0,519.3657836914062,195.1725311279297,1.0
745,338.9541931152344,62.3969612121582,0.9999998807907104,346.2108154296875,81.89219665527344,0.9999998807907104,356.63067626953125,65.94243621826172,1.0,428.8358459472656,134.91307067871094,1.0,521.984619140625,196.1781768798828,1.0
746,341.43572998046875,62.48167037963867,0.9999998807907104,349.9717102050781,81.64629364013672,1.0,359.6314392089844,66.10616302490234,1.0,431.9595031738281,134.5010223388672,1.0,524.5772705078125,196.45700073242188,1.0
747,343.447021484375,62.519813537597656,1.0,352.5615539550781,81.51164245605469,0.9999999403953552,362.4904479980469,66.13337707519531,1.0,435.0554504394531,135.0023956298828,1.0,527.2652587890625,196.3992462158203,1.0
748,345.7720031738281,63.51792526245117,0.9999998807907104,355.4988708496094,81.3193359375,1.0,365.6122131347656,66.0456771850586,1.0,437.98724365234375,134.92047119140625,1.0,530.7439575195312,196.78514099121094,1.0
749,348.1534423828125,63.48241424560547,1.0,358.123779296875,81.16797637939453,1.0,367.9244689941406,66.02313995361328,1.0,440.6393127441406,134.51116943359375,0.9999999403953552,533.1361694335938,196.39108276367188,1.0
750,351.5557556152344,63.52865982055664,0.9999997019767761,361.281005859375,81.58261108398438,0.9999998807907104,371.6534729003906,65.83877563476562,1.0,443.2553405761719,134.90565490722656,1.0,535.314697265625,196.06048583984375,1.0
751,354.94805908203125,63.358463287353516,0.9999998807907104,365.08489990234375,82.39244079589844,0.9999999403953552,374.4431457519531,65.98258972167969,1.0,446.6647644042969,135.0830078125,1.0,537.8732299804688,196.41983032226562,1.0
752,358.0233154296875,63.8681526184082,1.0,367.3050231933594,82.90556335449219,0.9999999403953552,377.2177429199219,66.68836975097656,1.0,449.5924987792969,134.80685424804688,1.0,541.2298583984375,196.50132751464844,1.0
753,360.1734313964844,64.55223846435547,1.0,370.03912353515625,83.16069030761719,1.0,379.63116455078125,67.24484252929688,1.0,453.20343017578125,135.2867889404297,1.0,543.8749389648438,196.34637451171875,1.0
754,361.8831481933594,65.7940902709961,1.0,372.52056884765625,83.21382904052734,1.0,381.6337585449219,67.74664306640625,1.0,455.5387878417969,135.125732421875,1.0,546.9392700195312,196.33779907226562,1.0
755,359.242431640625,69.15804290771484,1.0,374.697509765625,83.92329406738281,1.0,383.382080078125,68.037841796875,1.0,458.3628845214844,135.1013641357422,1.0,548.8804321289062,195.35768127441406,1.0
756,358.2349853515625,72.09284973144531,1.0,376.5876770019531,85.14372253417969,1.0,383.6651306152344,67.62879943847656,1.0,461.1861572265625,135.15115356445312,1.0,551.8450927734375,195.10707092285156,1.0
757,357.2211608886719,74.42652130126953,1.0,376.4994201660156,86.24404907226562,1.0,383.6904296875,68.122314453125,1.0,464.2315368652344,134.2373504638672,1.0,553.656494140625,194.90634155273438,1.0
758,356.5326843261719,75.86311340332031,1.0,376.34588623046875,87.36940002441406,0.9999998807907104,382.6903991699219,68.73626708984375,1.0,466.21710205078125,134.03868103027344,1.0,558.1535034179688,194.97039794921875,1.0
759,355.3371887207031,76.13166809082031,1.0,375.03717041015625,87.81077575683594,1.0,381.0545349121094,69.0416030883789,1.0,467.7822570800781,132.74671936035156,1.0,561.849853515625,193.34304809570312,1.0
760,354.23236083984375,75.98039245605469,1.0,373.10400390625,87.92923736572266,1.0,378.791015625,67.79356384277344,1.0,468.4676513671875,130.415771484375,1.0,565.7307739257812,190.0876007080078,1.0
761,351.935791015625,75.61750793457031,1.0,370.9061584472656,86.74479675292969,1.0,376.7011413574219,66.6995620727539,1.0,468.3818359375,127.82429504394531,1.0,568.1334838867188,186.81314086914062,0.9999998807907104
762,349.260986328125,75.00031280517578,1.0,368.9081115722656,85.53882598876953,1.0,374.3326721191406,66.64216613769531,1.0,468.4447326660156,123.68488311767578,1.0,568.3458862304688,182.75503540039062,0.9999998807907104
763,346.4935607910156,75.0033187866211,1.0,367.32403564453125,85.27392578125,1.0,372.98236083984375,65.31220245361328,1.0,467.5541687011719,119.25018310546875,1.0,567.9925537109375,179.1129913330078,1.0
764,346.4813537597656,74.92585754394531,1.0,366.1734313964844,84.31483459472656,1.0,371.68023681640625,64.57112121582031,1.0,467.0104064941406,115.77069854736328,1.0,569.7124633789062,175.41981506347656,0.9999997615814209
765,345.3589782714844,73.73939514160156,1.0,364.5897216796875,82.96612548828125,1.0,370.1504211425781,63.57463455200195,1.0,465.7125549316406,111.60684204101562,1.0,569.4443969726562,169.85182189941406,0.9999995827674866
766,342.5102233886719,73.1324691772461,1.0,363.2115478515625,82.10081481933594,1.0,368.0801086425781,62.86568832397461,1.0,464.662109375,108.34454345703125,1.0,570.8479614257812,163.64988708496094,1.0
767,340.7928466796875,72.37418365478516,1.0,361.01861572265625,81.56800842285156,1.0,366.7016906738281,62.90847396850586,0.9999998807907104,462.0756530761719,105.4707260131836,0.9999999403953552,570.1510620117188,155.0861358642578,0.9999992847442627
768,340.36981201171875,71.19507598876953,1.0,360.022216796875,81.49910736083984,0.9999999403953552,365.9254150390625,62.547000885009766,0.9999999403953552,459.92083740234375,102.0061264038086,1.0,568.9554443359375,148.65138244628906,1.0
769,339.24383544921875,70.9181900024414,1.0,358.4395751953125,81.25386810302734,0.9999999403953552,364.23028564453125,62.512107849121094,0.9999998807907104,457.9266052246094,98.46969604492188,1.0,567.30712890625,143.97911071777344,1.0
770,336.6965637207031,71.92639923095703,1.0,356.68408203125,81.08686065673828,1.0,361.613037109375,62.74822998046875,0.9999998807907104,456.5402526855469,95.39124298095703,1.0,566.9299926757812,140.9034881591797,1.0
771,332.3830261230469,74.67282104492188,1.0,353.7401123046875,81.16215515136719,1.0,357.54864501953125,62.452816009521484,1.0,454.39111328125,94.54400634765625,1.0,567.6353759765625,137.69261169433594,0.9999998807907104
772,329.13006591796875,75.79389190673828,1.0,351.84014892578125,81.46017456054688,1.0,354.31842041015625,63.52766418457031,1.0,451.62164306640625,94.4901351928711,1.0,566.870849609375,133.27281188964844,1.0
773,327.3689270019531,76.82157897949219,1.0,348.934814453125,82.45599365234375,1.0,351.4095153808594,63.35474395751953,1.0,450.3600158691406,94.28964233398438,1.0,564.5221557617188,129.4307403564453,1.0
774,325.9259033203125,77.70375061035156,1.0,347.03619384765625,84.020751953125,1.0,348.1925354003906,64.32670593261719,0.9999999403953552,447.92401123046875,93.97144317626953,0.9999999403953552,561.3275756835938,129.2225799560547,1.0
775,322.5968017578125,78.84233856201172,1.0,344.7955017089844,85.85728454589844,1.0,344.94140625,65.86719512939453,0.9999998807907104,445.3959655761719,94.42489624023438,0.9999998807907104,556.382080078125,130.4810333251953,1.0
776,317.6897888183594,79.81495666503906,1.0,340.7434387207031,86.83203887939453,1.0,340.8775634765625,66.89501953125,1.0,442.842041015625,95.1594009399414,0.9999998807907104,551.8307495117188,128.65966796875,0.9999998211860657
777,313.8658447265625,80.43378448486328,1.0,336.3761291503906,87.89305877685547,0.9999998807907104,336.8591003417969,67.639892578125,1.0,440.97344970703125,94.85289001464844,0.9999998807907104,551.3727416992188,127.77047729492188,0.9999997615814209
778,309.61920166015625,81.09980773925781,1.0,331.89990234375,87.75382232666016,1.0,332.7399597167969,67.88482666015625,1.0,439.5128173828125,92.81681060791016,1.0,550.1756591796875,127.4146499633789,0.9999999403953552
779,307.43902587890625,81.29779815673828,1.0,328.0351867675781,88.7862777709961,0.9999998211860657,328.7345886230469,68.00929260253906,1.0,436.4023742675781,90.67898559570312,1.0,548.1798095703125,127.22429656982422,0.9999998807907104
